Cab Name,Source Lang,Target Lang,Lang Group:,FOD Area:,Installed based on
Microsoft-Windows-LanguageFeatures-Fonts-Cans-Package.cab,da-dk,iu-Cans-CA,Cans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Cher-Package.cab,chr-Cher-US,chr-Cher,Cher,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Cher-Package.cab,chr-Cher-US,chr-Cher-US,Cher,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,bh-Deva,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,brx,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,brx-Deva,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,brx-IN,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,hi,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,hi-IN,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,ks-Deva,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,mai,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,mr,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,mr-IN,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,ne,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,ne-IN,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,ne-NP,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,new-Deva,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,pi-Deva,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,sa,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,sa-Deva,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Deva-Package.cab,hi-IN,sa-IN,Deva,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,am,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,am-ET,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,byn,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,byn-ER,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,byn-Ethi,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,ti,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,ti-ER,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,ti-ET,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,tig,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,tig-ER,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,tig-Ethi,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,ve-Ethi,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,wal,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,wal-ET,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Ethi-Package.cab,am-ET,wal-Ethi,Ethi,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Gujr-Package.cab,gu-in,gu,Gujr,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Gujr-Package.cab,gu-in,gu-IN,Gujr,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Guru-Package.cab,pa-in,pa,Guru,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Guru-Package.cab,pa-in,pa-Guru,Guru,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Guru-Package.cab,pa-in,pa-IN,Guru,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,cmn-Hans,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,gan-Hans,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,hak-Hans,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,wuu-Hans,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,yue-Hans,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,zh-CN,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,zh-gan-Hans,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,zh-hak-Hans,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,zh-Hans,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,zh-SG,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,zh-wuu-Hans,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package.cab,zh-cn,zh-yue-Hans,Hans,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package.cab,zh-tw,cmn-Hant,Hant,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package.cab,zh-tw,hak-Hant,Hant,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package.cab,zh-tw,lzh-Hant,Hant,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package.cab,zh-tw,zh-hak-Hant,Hant,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package.cab,zh-tw,zh-Hant,Hant,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package.cab,zh-tw,zh-HK,Hant,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package.cab,zh-tw,zh-lzh-Hant,Hant,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package.cab,zh-tw,zh-MO,Hant,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package.cab,zh-tw,zh-TW,Hant,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package.cab,zh-tw,zh-yue-Hant,Hant,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hebr-Package.cab,he-il,he,Hebr,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hebr-Package.cab,he-il,he-IL,Hebr,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Hebr-Package.cab,he-il,yi,Hebr,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Jpan-Package.cab,ja-jp,ja,Jpan,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Jpan-Package.cab,ja-jp,ja-JP,Jpan,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Khmr-Package.cab,km-KH,km,Khmr,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Khmr-Package.cab,km-KH,km-KH,Khmr,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Knda-Package.cab,kn-in,kn,Knda,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Knda-Package.cab,kn-in,kn-IN,Knda,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Kore-Package.cab,ko-kr,ko,Kore,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Kore-Package.cab,ko-kr,ko-KR,Kore,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Laoo-Package.cab,de-de,lo,Laoo,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Laoo-Package.cab,de-de,lo-LA,Laoo,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,gan-Hans,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,hak-Hans,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,wuu-Hans,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,yue-Hans,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,zh-CN,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,zh-gan-Hans,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,zh-hak-Hans,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,zh-Hans,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,zh-SG,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,zh-wuu-Hans,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hans-Package.cab,zh-cn,zh-yue-Hans,Hans,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hant-Package.cab,zh-tw,cmn-Hant,Hant,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hant-Package.cab,zh-tw,hak-Hant,Hant,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hant-Package.cab,zh-tw,lzh-Hant,Hant,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hant-Package.cab,zh-tw,zh-hak-Hant,Hant,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hant-Package.cab,zh-tw,zh-Hant,Hant,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hant-Package.cab,zh-tw,zh-HK,Hant,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hant-Package.cab,zh-tw,zh-lzh-Hant,Hant,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hant-Package.cab,zh-tw,zh-MO,Hant,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hant-Package.cab,zh-tw,zh-TW,Hant,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Hant-Package.cab,zh-tw,zh-yue-Hant,Hant,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Jpan-Package.cab,ja-jp,ja,Jpan,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Jpan-Package.cab,ja-jp,ja,Jpan,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Kore-Package.cab,ko-kr,ko,Kore,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-LeanDesktopSuppliment-Kore-Package.cab,ko-kr,ko-KR,Kore,Fonts,"Language Profile list, Cloud Edition only"
Microsoft-Windows-LanguageFeatures-Fonts-Mlym-Package.cab,ml-in,ml,Mlym,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Mlym-Package.cab,ml-in,ml-IN,Mlym,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Orya-Package.cab,or-in,or,Orya,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Orya-Package.cab,or-in,or-IN,Orya,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-PanEuropeanSupplementalFonts-Package.cab,n/a,n/a,Latn,Fonts,Optional
Microsoft-Windows-LanguageFeatures-Fonts-Sinh-Package.cab,si-lk,si,Sinh,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Sinh-Package.cab,si-lk,si-LK,Sinh,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Syrc-Package.cab,tr-tr,arc-Syrc,Syrc,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Syrc-Package.cab,tr-tr,syr,Syrc,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Syrc-Package.cab,tr-tr,syr-SY,Syrc,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Syrc-Package.cab,tr-tr,syr-Syrc,Syrc,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Taml-Package.cab,ta-in,ta,Taml,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Taml-Package.cab,ta-in,ta-IN,Taml,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Taml-Package.cab,ta-in,ta-LK,Taml,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Taml-Package.cab,ta-in,ta-MY,Taml,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Taml-Package.cab,ta-in,ta-SG,Taml,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Telu-Package.cab,te-in,te,Telu,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Telu-Package.cab,te-in,te-IN,Telu,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Thai-Package.cab,th-th,th,Thai,Fonts,Language Profile list
Microsoft-Windows-LanguageFeatures-Fonts-Thai-Package.cab,th-th,th-TH,Thai,Fonts,Language Profile list
